Address,Suburb,Prices,Estimated resident population (no.),Population density (persons/km2),Median age - persons (years),Working age population (aged 15-64 years) (no.),Employed (no.),Unemployed (no.),Renter (no.),Health care and social assistance (no.),Financial and insurance services (no.),Administrative and support services (no.),Education and training (no.),Accommodation and food services (no.),Public administration and safety (no.),Value of residential building ($m),Houses - total (no.),Townhouses - total (no.),Apartments - total (no.),Median weekly household rental payment ($),Rented (no.),Count of homeless persons (no.),"Used at least one form of public transport (train, tram, bus, ferry) (no.)",latitude,longitude,num_stops,num_stations,num_schools,num_restaurants,num_landmarks,total_transport
"4/103 Royal Parade, 
RESERVOIR VIC 3073",RESERVOIR,680.0,52065.0,10943.5,154.1,35092.0,0.0,0.0,490.0,184.0,112.0,216.0,60.0,165.0,12.0,153.0,14312.0,7827.0,1042.0,1439.0,7466.0,416.0,1900.0,-37.7137554,145.0127545,0.0,0.0,10.0,0.0,0.0,0.0
"3 Dickens Street, 
RICHMOND VIC 3121",RICHMOND,680.0,14083.0,7322.3,34.3,11182.0,0.0,0.0,48.0,325.0,111.0,82.0,40.0,136.0,0.0,22.0,800.0,1760.0,5641.0,400.0,4011.0,80.0,872.0,-37.8203147,145.0086264,6.0,0.0,13.0,0.0,0.0,6.0
"1206/259 Normanby Road, 
SOUTH MELBOURNE VIC 3205",SOUTH MELBOURNE,680.0,11860.0,6276.1,39.5,8599.0,0.0,0.0,51.0,275.0,441.0,202.0,76.0,258.0,8.0,138.0,309.0,2393.0,4713.0,421.0,3064.0,123.0,554.0,,,0.0,0.0,0.0,0.0,0.0,0.0
"503N/229 Toorak Road, 
SOUTH YARRA VIC 3141",SOUTH YARRA,680.0,28123.0,21662.2,106.5,22280.0,0.0,0.0,76.0,497.0,622.0,236.0,87.0,356.0,6.0,79.0,1181.0,2094.0,15905.0,1278.0,8671.0,64.0,1947.0,,,0.0,0.0,0.0,0.0,0.0,0.0
"501/2 Claremont Street, 
SOUTH YARRA VIC 3141",SOUTH YARRA,680.0,28123.0,21662.2,106.5,22280.0,0.0,0.0,76.0,497.0,622.0,236.0,87.0,356.0,6.0,79.0,1181.0,2094.0,15905.0,1278.0,8671.0,64.0,1947.0,-37.8377585,144.9938493,14.0,1.0,13.0,0.0,2.0,15.0
"2006/3 Yarra Street, 
SOUTH YARRA VIC 3141",SOUTH YARRA,680.0,28123.0,21662.2,106.5,22280.0,0.0,0.0,76.0,497.0,622.0,236.0,87.0,356.0,6.0,79.0,1181.0,2094.0,15905.0,1278.0,8671.0,64.0,1947.0,-37.8359474,144.9931004,12.0,1.0,14.0,8.0,3.0,13.0
"1010/65 Coventry Street, 
SOUTHBANK VIC 3006",SOUTHBANK,680.0,16538.0,20569.7,30.9,14882.0,0.0,0.0,48.0,84.0,112.0,76.0,26.0,73.0,0.0,69.0,5.0,199.0,12174.0,408.0,5855.0,30.0,1844.0,-37.8300058,144.9666729,18.0,0.0,7.0,84.0,25.0,18.0
"1508/118 Kavanagh Street, 
SOUTHBANK VIC 3006",SOUTHBANK,680.0,16538.0,20569.7,30.9,14882.0,0.0,0.0,48.0,84.0,112.0,76.0,26.0,73.0,0.0,69.0,5.0,199.0,12174.0,408.0,5855.0,30.0,1844.0,-37.8230438,144.9652507,9.0,0.0,9.0,716.0,55.0,9.0
"1/9 Tranmere Avenue, 
CARNEGIE VIC 3163",CARNEGIE,650.0,18803.0,4942.3,36.0,13392.0,0.0,0.0,27.0,131.0,91.0,83.0,25.0,92.0,3.0,74.0,2749.0,2556.0,4131.0,395.0,3460.0,90.0,978.0,-37.8901244,145.061061,0.0,1.0,6.0,0.0,0.0,1.0
"4/1256 Glen Huntly Road, 
CARNEGIE VIC 3163",CARNEGIE,650.0,18803.0,4942.3,36.0,13392.0,0.0,0.0,27.0,131.0,91.0,83.0,25.0,92.0,3.0,74.0,2749.0,2556.0,4131.0,395.0,3460.0,90.0,978.0,,,0.0,0.0,0.0,0.0,0.0,0.0
"8/46 Munster Avenue, 
CARNEGIE VIC 3163",CARNEGIE,650.0,18803.0,4942.3,36.0,13392.0,0.0,0.0,27.0,131.0,91.0,83.0,25.0,92.0,3.0,74.0,2749.0,2556.0,4131.0,395.0,3460.0,90.0,978.0,-37.8849234,145.0506249,0.0,0.0,10.0,0.0,0.0,0.0
"7 McCubbin Way, 
CAROLINE SPRINGS VIC 3023",CAROLINE SPRINGS,650.0,20643.0,2969.1,35.4,14190.0,0.0,0.0,44.0,126.0,58.0,87.0,24.0,74.0,9.0,5.0,5975.0,526.0,341.0,401.0,1361.0,51.0,330.0,-37.7123811,144.7343658,0.0,0.0,5.0,0.0,0.0,0.0
"1/5 Clarke Avenue, 
CAULFIELD VIC 3162",CAULFIELD,650.0,40971.0,7386.8,76.8,25978.0,0.0,0.0,49.0,627.0,536.0,223.0,109.0,173.0,19.0,408.0,7171.0,4995.0,5734.0,909.0,5319.0,186.0,1183.0,-37.8884497,145.0354199,10.0,0.0,10.0,0.0,0.0,10.0
"21106/864 Blackburn Road, 
CLAYTON VIC 3168",CLAYTON,650.0,13570.0,1709.5,34.5,9602.0,0.0,0.0,29.0,43.0,23.0,133.0,10.0,54.0,0.0,29.0,2960.0,1799.0,629.0,381.0,1886.0,138.0,595.0,,,0.0,0.0,0.0,0.0,0.0,0.0
"4/74-76 Browns Road, 
CLAYTON VIC 3168",CLAYTON,650.0,13570.0,1709.5,34.5,9602.0,0.0,0.0,29.0,43.0,23.0,133.0,10.0,54.0,0.0,29.0,2960.0,1799.0,629.0,381.0,1886.0,138.0,595.0,-37.9154639,145.1284743,0.0,0.0,3.0,0.0,0.0,0.0
"3/51 Arthur Street, 
DROMANA VIC 3936",DROMANA,580.0,13460.0,298.7,51.4,7548.0,0.0,0.0,53.0,52.0,44.0,62.0,23.0,66.0,3.0,95.0,7246.0,1339.0,224.0,405.0,1276.0,10.0,58.0,-38.3376024,144.9640301,0.0,0.0,0.0,0.0,0.0,0.0
"902V/162 Albert Street, 
EAST MELBOURNE VIC 3002",EAST MELBOURNE,580.0,4962.0,1711.2,41.8,3592.0,0.0,0.0,6.0,424.0,149.0,70.0,35.0,48.0,0.0,7.0,112.0,696.0,2640.0,480.0,1264.0,52.0,217.0,,,0.0,0.0,0.0,0.0,0.0,0.0
"70 Rockfield Street, 
EPPING VIC 3076",EPPING,580.0,33834.0,3899.2,108.1,22572.0,0.0,0.0,188.0,146.0,64.0,143.0,43.0,133.0,12.0,40.0,9430.0,2155.0,314.0,1091.0,3144.0,127.0,828.0,-37.6295224,145.0078792,0.0,0.0,4.0,0.0,0.0,0.0
"20 Draper Crescent, 
EPPING VIC 3076",EPPING,580.0,33834.0,3899.2,108.1,22572.0,0.0,0.0,188.0,146.0,64.0,143.0,43.0,133.0,12.0,40.0,9430.0,2155.0,314.0,1091.0,3144.0,127.0,828.0,-37.6333143,145.010543,0.0,0.0,5.0,0.0,0.0,0.0
"1 Orlit Court, 
EPPING VIC 3076",EPPING,580.0,33834.0,3899.2,108.1,22572.0,0.0,0.0,188.0,146.0,64.0,143.0,43.0,133.0,12.0,40.0,9430.0,2155.0,314.0,1091.0,3144.0,127.0,828.0,-37.6402474,145.0564629,0.0,0.0,2.0,0.0,0.0,0.0
"2 Bed 2 Bath/34 Cowper Street, 
FOOTSCRAY VIC 3011",FOOTSCRAY,580.0,17420.0,3507.1,34.1,13694.0,0.0,0.0,82.0,200.0,91.0,138.0,41.0,190.0,5.0,248.0,2695.0,1326.0,5031.0,355.0,4123.0,278.0,1360.0,,,0.0,0.0,0.0,0.0,0.0,0.0
"1303/8 Hallenstein Street, 
FOOTSCRAY VIC 3011",FOOTSCRAY,580.0,17420.0,3507.1,34.1,13694.0,0.0,0.0,82.0,200.0,91.0,138.0,41.0,190.0,5.0,248.0,2695.0,1326.0,5031.0,355.0,4123.0,278.0,1360.0,-37.7998253,144.9080515,0.0,1.0,6.0,3.0,1.0,1.0
"1405/1 Warde Street, 
FOOTSCRAY VIC 3011",FOOTSCRAY,580.0,17420.0,3507.1,34.1,13694.0,0.0,0.0,82.0,200.0,91.0,138.0,41.0,190.0,5.0,248.0,2695.0,1326.0,5031.0,355.0,4123.0,278.0,1360.0,-37.7997989,144.9078261,0.0,1.0,6.0,3.0,1.0,1.0
"25 Stafford Street, 
FOOTSCRAY VIC 3011",FOOTSCRAY,580.0,17420.0,3507.1,34.1,13694.0,0.0,0.0,82.0,200.0,91.0,138.0,41.0,190.0,5.0,248.0,2695.0,1326.0,5031.0,355.0,4123.0,278.0,1360.0,-37.7970158,144.883453,0.0,0.0,11.0,0.0,0.0,0.0
"1311/2 Joseph Road, 
FOOTSCRAY VIC 3011",FOOTSCRAY,580.0,17420.0,3507.1,34.1,13694.0,0.0,0.0,82.0,200.0,91.0,138.0,41.0,190.0,5.0,248.0,2695.0,1326.0,5031.0,355.0,4123.0,278.0,1360.0,-37.7982376,144.914181,0.0,0.0,8.0,4.0,3.0,0.0
"2/3 Oxford Street, 
FRANKSTON VIC 3199",FRANKSTON,580.0,62521.0,4843.5,121.2,39777.0,0.0,0.0,455.0,371.0,155.0,218.0,76.0,176.0,12.0,68.0,21147.0,4743.0,1416.0,1096.0,8000.0,650.0,751.0,-38.1575057,145.1306604,0.0,0.0,6.0,0.0,0.0,0.0
"2/23 Barbara Avenue, 
GLEN WAVERLEY VIC 3150",GLEN WAVERLEY,580.0,43223.0,5167.6,81.2,27582.0,0.0,0.0,31.0,498.0,237.0,202.0,72.0,305.0,6.0,137.0,12642.0,1769.0,2120.0,962.0,3910.0,168.0,1127.0,-37.8746607,145.1632036,0.0,0.0,12.0,0.0,0.0,0.0
"1/62 Melbourne Avenue, 
GLENROY VIC 3046",GLENROY,580.0,23965.0,5837.200000000001,68.1,16418.0,0.0,0.0,72.0,102.0,35.0,114.0,30.0,71.0,29.0,56.0,5727.0,3314.0,909.0,738.0,3218.0,129.0,1254.0,-37.7038002,144.9288847,0.0,0.0,13.0,0.0,0.0,0.0
"2B Latrobe Street, 
MOONEE PONDS VIC 3039",MOONEE PONDS,850.0,16406.0,3767.1,37.9,11601.0,0.0,0.0,31.0,229.0,123.0,88.0,37.0,115.0,11.0,84.0,3335.0,1260.0,3450.0,400.0,2648.0,72.0,853.0,-37.7707582,144.9115133,9.0,0.0,11.0,0.0,0.0,9.0
"1/8 Catherine Avenue, 
MOUNT WAVERLEY VIC 3149",MOUNT WAVERLEY,850.0,35716.0,4743.200000000001,80.3,23090.0,0.0,0.0,39.0,350.0,290.0,247.0,72.0,218.0,14.0,114.0,9457.0,1385.0,3011.0,955.0,3026.0,135.0,861.0,-37.8944746,145.1250606,0.0,0.0,6.0,0.0,0.0,0.0
"5/80 Chapman Street, 
NORTH MELBOURNE VIC 3051",NORTH MELBOURNE,850.0,15998.0,6597.7,31.3,12916.0,0.0,0.0,59.0,175.0,120.0,100.0,46.0,168.0,9.0,29.0,323.0,2056.0,6849.0,381.0,4386.0,253.0,1051.0,-37.7978899,144.950372,14.0,0.0,14.0,193.0,21.0,14.0
"189 Melrose Street, 
NORTH MELBOURNE VIC 3051",NORTH MELBOURNE,850.0,15998.0,6597.7,31.3,12916.0,0.0,0.0,59.0,175.0,120.0,100.0,46.0,168.0,9.0,29.0,323.0,2056.0,6849.0,381.0,4386.0,253.0,1051.0,-37.79046875,144.94269138607802,6.0,1.0,18.0,40.0,9.0,7.0
"101/1 Courtney St, 
NORTH MELBOURNE VIC 3051",NORTH MELBOURNE,850.0,15998.0,6597.7,31.3,12916.0,0.0,0.0,59.0,175.0,120.0,100.0,46.0,168.0,9.0,29.0,323.0,2056.0,6849.0,381.0,4386.0,253.0,1051.0,-37.8002712,144.9519127,13.0,0.0,13.0,299.0,20.0,13.0
"20/243 Flemington Road, 
NORTH MELBOURNE VIC 3051",NORTH MELBOURNE,850.0,15998.0,6597.7,31.3,12916.0,0.0,0.0,59.0,175.0,120.0,100.0,46.0,168.0,9.0,29.0,323.0,2056.0,6849.0,381.0,4386.0,253.0,1051.0,-37.7921789,144.9454013,11.0,0.0,18.0,43.0,15.0,11.0
"12 Camdon Street, 
PASCOE VALE VIC 3044",PASCOE VALE,850.0,17409.0,3759.2,36.3,11989.0,0.0,0.0,74.0,87.0,43.0,53.0,25.0,67.0,4.0,43.0,3615.0,3784.0,286.0,400.0,2351.0,15.0,575.0,-37.7288926,144.9339655,0.0,0.0,14.0,0.0,0.0,0.0
"3 Bellevue Terrace, 
PASCOE VALE VIC 3044",PASCOE VALE,850.0,17409.0,3759.2,36.3,11989.0,0.0,0.0,74.0,87.0,43.0,53.0,25.0,67.0,4.0,43.0,3615.0,3784.0,286.0,400.0,2351.0,15.0,575.0,-37.731377,144.9309758,0.0,1.0,14.0,0.0,0.0,1.0
"163 Albert Street, 
PORT MELBOURNE VIC 3207",PORT MELBOURNE,850.0,16373.0,5869.7,43.2,11248.0,0.0,0.0,46.0,151.0,173.0,119.0,37.0,122.0,3.0,27.0,522.0,3615.0,4826.0,522.0,3066.0,44.0,379.0,-37.8348202,144.9368446,2.0,0.0,1.0,0.0,0.0,2.0
"218 Ross Street, 
PORT MELBOURNE VIC 3207",PORT MELBOURNE,850.0,16373.0,5869.7,43.2,11248.0,0.0,0.0,46.0,151.0,173.0,119.0,37.0,122.0,3.0,27.0,522.0,3615.0,4826.0,522.0,3066.0,44.0,379.0,-37.83382415,144.94049585,4.0,0.0,1.0,0.0,0.0,4.0
"7 Vivid Way, 
CRAIGIEBURN VIC 3064",CRAIGIEBURN,450.0,57607.0,11196.5,125.9,38853.0,0.0,0.0,161.0,196.0,94.0,272.0,53.0,158.0,19.0,220.0,15458.0,2030.0,204.0,1523.0,4657.0,129.0,1266.0,-37.5921682,144.8899803,0.0,0.0,4.0,0.0,0.0,0.0
"20 Grattan Cove, 
CRAIGIEBURN VIC 3064",CRAIGIEBURN,450.0,57607.0,11196.5,125.9,38853.0,0.0,0.0,161.0,196.0,94.0,272.0,53.0,158.0,19.0,220.0,15458.0,2030.0,204.0,1523.0,4657.0,129.0,1266.0,-37.5888261,144.9160248,0.0,0.0,7.0,0.0,0.0,0.0
"12 Foxglove Lane, 
CRAIGIEBURN VIC 3064",CRAIGIEBURN,450.0,57607.0,11196.5,125.9,38853.0,0.0,0.0,161.0,196.0,94.0,272.0,53.0,158.0,19.0,220.0,15458.0,2030.0,204.0,1523.0,4657.0,129.0,1266.0,-37.589151,144.933972,0.0,0.0,5.0,0.0,0.0,0.0
"1/46 Cochrane Street, 
CRANBOURNE VIC 3977",CRANBOURNE,450.0,122174.0,12938.6,225.6,80567.0,0.0,0.0,535.0,302.0,154.0,481.0,67.0,305.0,25.0,625.0,35593.0,4164.0,409.0,2687.0,9314.0,602.0,2037.0,-38.1061855,145.2736339,0.0,0.0,0.0,0.0,0.0,0.0
"14 Alamanda Way, 
CRANBOURNE VIC 3977",CRANBOURNE,450.0,122174.0,12938.6,225.6,80567.0,0.0,0.0,535.0,302.0,154.0,481.0,67.0,305.0,25.0,625.0,35593.0,4164.0,409.0,2687.0,9314.0,602.0,2037.0,-38.0830759,145.2940232,0.0,0.0,0.0,0.0,0.0,0.0
"139 Narre Warren Road, 
CRANBOURNE VIC 3977",CRANBOURNE,450.0,122174.0,12938.6,225.6,80567.0,0.0,0.0,535.0,302.0,154.0,481.0,67.0,305.0,25.0,625.0,35593.0,4164.0,409.0,2687.0,9314.0,602.0,2037.0,-38.0987117,145.2926597,0.0,0.0,0.0,0.0,0.0,0.0
"24 Clarendon Street, 
CRANBOURNE VIC 3977",CRANBOURNE,450.0,122174.0,12938.6,225.6,80567.0,0.0,0.0,535.0,302.0,154.0,481.0,67.0,305.0,25.0,625.0,35593.0,4164.0,409.0,2687.0,9314.0,602.0,2037.0,-38.1048708,145.2769466,0.0,0.0,0.0,0.0,0.0,0.0
"16 McComb Lane, 
CRANBOURNE VIC 3977",CRANBOURNE,450.0,122174.0,12938.6,225.6,80567.0,0.0,0.0,535.0,302.0,154.0,481.0,67.0,305.0,25.0,625.0,35593.0,4164.0,409.0,2687.0,9314.0,602.0,2037.0,-38.1111833,145.2534498,0.0,0.0,0.0,0.0,0.0,0.0
"17 Siena Drive, 
MERNDA VIC 3754",MERNDA,550.0,23634.0,2160.9,65.69999999999999,15485.0,0.0,0.0,178.0,94.0,35.0,95.0,15.0,53.0,3.0,58.0,7183.0,755.0,130.0,768.0,2055.0,33.0,552.0,-37.6051475,145.0828101,0.0,0.0,0.0,0.0,0.0,0.0
"29 Shearwater Place, 
MERNDA VIC 3754",MERNDA,550.0,23634.0,2160.9,65.69999999999999,15485.0,0.0,0.0,178.0,94.0,35.0,95.0,15.0,53.0,3.0,58.0,7183.0,755.0,130.0,768.0,2055.0,33.0,552.0,-37.6134217,145.09031160410586,0.0,0.0,0.0,0.0,0.0,0.0
"4 Carlita Close, 
MILL PARK VIC 3082",MILL PARK,550.0,28989.0,4469.6,79.5,19968.0,0.0,0.0,194.0,139.0,60.0,110.0,33.0,115.0,6.0,14.0,9397.0,1082.0,289.0,734.0,2288.0,128.0,524.0,-37.673216,145.06941,0.0,0.0,6.0,0.0,0.0,0.0
"23 Prince Of Wales Avenue, 
MILL PARK VIC 3082",MILL PARK,550.0,28989.0,4469.6,79.5,19968.0,0.0,0.0,194.0,139.0,60.0,110.0,33.0,115.0,6.0,14.0,9397.0,1082.0,289.0,734.0,2288.0,128.0,524.0,-37.6625682,145.0473638,0.0,0.0,10.0,0.0,0.0,0.0
"2/46 Wilson Street, 
MOONEE PONDS VIC 3039",MOONEE PONDS,550.0,16406.0,3767.1,37.9,11601.0,0.0,0.0,31.0,229.0,123.0,88.0,37.0,115.0,11.0,84.0,3335.0,1260.0,3450.0,400.0,2648.0,72.0,853.0,-37.762887,144.9281133,6.0,0.0,13.0,0.0,0.0,6.0
"1/201 Waverley Road, 
MOUNT WAVERLEY VIC 3149",MOUNT WAVERLEY,550.0,35716.0,4743.200000000001,80.3,23090.0,0.0,0.0,39.0,350.0,290.0,247.0,72.0,218.0,14.0,114.0,9457.0,1385.0,3011.0,955.0,3026.0,135.0,861.0,-37.8858061,145.1374445,0.0,0.0,8.0,0.0,0.0,0.0
"105/436-442 Huntingdale Road, 
MOUNT WAVERLEY VIC 3149",MOUNT WAVERLEY,550.0,35716.0,4743.200000000001,80.3,23090.0,0.0,0.0,39.0,350.0,290.0,247.0,72.0,218.0,14.0,114.0,9457.0,1385.0,3011.0,955.0,3026.0,135.0,861.0,,,0.0,0.0,0.0,0.0,0.0,0.0
"106/17 Railway Parade, 
MURRUMBEENA VIC 3163",MURRUMBEENA,550.0,9471.0,3766.1,37.8,6581.0,0.0,0.0,16.0,57.0,56.0,44.0,13.0,38.0,3.0,19.0,1970.0,1105.0,1185.0,390.0,1321.0,36.0,400.0,-37.892565,145.0720172,0.0,1.0,9.0,0.0,0.0,1.0
"8 Laurus Court, 
NARRE WARREN VIC 3805",NARRE WARREN,550.0,52128.0,7667.0,147.8,35723.0,0.0,0.0,122.0,189.0,139.0,211.0,49.0,105.0,24.0,40.0,15242.0,746.0,35.0,1592.0,2387.0,253.0,677.0,-38.0133654,145.3142646,0.0,0.0,0.0,0.0,0.0,0.0
"30 Columbia Road, 
NARRE WARREN VIC 3805",NARRE WARREN,550.0,52128.0,7667.0,147.8,35723.0,0.0,0.0,122.0,189.0,139.0,211.0,49.0,105.0,24.0,40.0,15242.0,746.0,35.0,1592.0,2387.0,253.0,677.0,-38.0079059,145.3058597,0.0,0.0,0.0,0.0,0.0,0.0
"18 Sandalwood Drive, 
NARRE WARREN VIC 3805",NARRE WARREN,550.0,52128.0,7667.0,147.8,35723.0,0.0,0.0,122.0,189.0,139.0,211.0,49.0,105.0,24.0,40.0,15242.0,746.0,35.0,1592.0,2387.0,253.0,677.0,-38.0184266,145.3119701,0.0,0.0,0.0,0.0,0.0,0.0
"4 Tomasetti Crescent, 
NARRE WARREN VIC 3805",NARRE WARREN,550.0,52128.0,7667.0,147.8,35723.0,0.0,0.0,122.0,189.0,139.0,211.0,49.0,105.0,24.0,40.0,15242.0,746.0,35.0,1592.0,2387.0,253.0,677.0,-38.0093983,145.2894984,0.0,0.0,0.0,0.0,0.0,0.0
"30 Sandalwood Drive, 
NARRE WARREN VIC 3805",NARRE WARREN,550.0,52128.0,7667.0,147.8,35723.0,0.0,0.0,122.0,189.0,139.0,211.0,49.0,105.0,24.0,40.0,15242.0,746.0,35.0,1592.0,2387.0,253.0,677.0,-38.0192275,145.312249,0.0,0.0,0.0,0.0,0.0,0.0
"803/250 City Rd, 
SOUTHBANK VIC 3006",SOUTHBANK,550.0,16538.0,20569.7,30.9,14882.0,0.0,0.0,48.0,84.0,112.0,76.0,26.0,73.0,0.0,69.0,5.0,199.0,12174.0,408.0,5855.0,30.0,1844.0,,,0.0,0.0,0.0,0.0,0.0,0.0
"917/39 Coventry Street, 
SOUTHBANK VIC 3006",SOUTHBANK,550.0,16538.0,20569.7,30.9,14882.0,0.0,0.0,48.0,84.0,112.0,76.0,26.0,73.0,0.0,69.0,5.0,199.0,12174.0,408.0,5855.0,30.0,1844.0,-37.8300058,144.9666729,18.0,0.0,7.0,84.0,25.0,18.0
"2209/163 City Road, 
SOUTHBANK VIC 3006",SOUTHBANK,550.0,16538.0,20569.7,30.9,14882.0,0.0,0.0,48.0,84.0,112.0,76.0,26.0,73.0,0.0,69.0,5.0,199.0,12174.0,408.0,5855.0,30.0,1844.0,,,0.0,0.0,0.0,0.0,0.0,0.0
"2700/180 City Rd, 
SOUTHBANK VIC 3006",SOUTHBANK,550.0,16538.0,20569.7,30.9,14882.0,0.0,0.0,48.0,84.0,112.0,76.0,26.0,73.0,0.0,69.0,5.0,199.0,12174.0,408.0,5855.0,30.0,1844.0,,,0.0,0.0,0.0,0.0,0.0,0.0
"109/320 St Kilda Road, 
SOUTHBANK VIC 3006",SOUTHBANK,550.0,16538.0,20569.7,30.9,14882.0,0.0,0.0,48.0,84.0,112.0,76.0,26.0,73.0,0.0,69.0,5.0,199.0,12174.0,408.0,5855.0,30.0,1844.0,,,0.0,0.0,0.0,0.0,0.0,0.0
"1708/70 Southbank Boulevard, 
SOUTHBANK VIC 3006",SOUTHBANK,550.0,16538.0,20569.7,30.9,14882.0,0.0,0.0,48.0,84.0,112.0,76.0,26.0,73.0,0.0,69.0,5.0,199.0,12174.0,408.0,5855.0,30.0,1844.0,,,0.0,0.0,0.0,0.0,0.0,0.0
"1207/118 Kavanagh Street, 
SOUTHBANK VIC 3006",SOUTHBANK,550.0,16538.0,20569.7,30.9,14882.0,0.0,0.0,48.0,84.0,112.0,76.0,26.0,73.0,0.0,69.0,5.0,199.0,12174.0,408.0,5855.0,30.0,1844.0,,,0.0,0.0,0.0,0.0,0.0,0.0
"102/60 Kavanagh Street, 
SOUTHBANK VIC 3006",SOUTHBANK,550.0,16538.0,20569.7,30.9,14882.0,0.0,0.0,48.0,84.0,112.0,76.0,26.0,73.0,0.0,69.0,5.0,199.0,12174.0,408.0,5855.0,30.0,1844.0,-37.8230438,144.9652507,9.0,0.0,9.0,716.0,55.0,9.0
"2/36 Fairview Street, 
SPRINGVALE VIC 3171",SPRINGVALE,550.0,35275.0,4822.8,73.8,24219.0,0.0,0.0,51.0,139.0,72.0,248.0,38.0,233.0,11.0,47.0,8843.0,2242.0,955.0,711.0,3856.0,439.0,1078.0,-37.934882,145.1555427,0.0,0.0,9.0,0.0,0.0,0.0
"4 Ure Street, 
ST ALBANS VIC 3021",ST ALBANS,550.0,38516.0,6016.5,73.30000000000001,25443.0,0.0,0.0,85.0,119.0,44.0,202.0,19.0,122.0,14.0,40.0,10617.0,2344.0,1412.0,653.0,4479.0,399.0,1399.0,-37.7544339,144.8009833,0.0,0.0,11.0,0.0,0.0,0.0
"23a Clyde Street, 
ST KILDA VIC 3182",ST KILDA,550.0,30189.0,12631.5,72.80000000000001,23753.0,0.0,0.0,105.0,263.0,253.0,183.0,83.0,261.0,10.0,41.0,1636.0,2218.0,14987.0,776.0,7769.0,576.0,1852.0,-37.8647716,144.9798491,10.0,0.0,15.0,0.0,0.0,10.0
"4/287 Barkly Street, 
ST KILDA VIC 3182",ST KILDA,550.0,30189.0,12631.5,72.80000000000001,23753.0,0.0,0.0,105.0,263.0,253.0,183.0,83.0,261.0,10.0,41.0,1636.0,2218.0,14987.0,776.0,7769.0,576.0,1852.0,-37.8684481,144.9809803,10.0,0.0,14.0,0.0,0.0,10.0
"1/1 St. Kilda Road, 
ST KILDA VIC 3182",ST KILDA,550.0,30189.0,12631.5,72.80000000000001,23753.0,0.0,0.0,105.0,263.0,253.0,183.0,83.0,261.0,10.0,41.0,1636.0,2218.0,14987.0,776.0,7769.0,576.0,1852.0,-37.8607871,144.9845539,12.0,0.0,14.0,0.0,0.0,12.0
"2 Eyre Street, 
SUNBURY VIC 3429",SUNBURY,550.0,40147.0,768.7,113.3,26471.0,0.0,0.0,178.0,150.0,85.0,103.0,43.0,113.0,6.0,97.0,13737.0,704.0,1191.0,1098.0,2915.0,65.0,611.0,-37.5811398,144.711775,0.0,0.0,0.0,0.0,0.0,0.0
"27 Powlett Street, 
SUNBURY VIC 3429",SUNBURY,550.0,40147.0,768.7,113.3,26471.0,0.0,0.0,178.0,150.0,85.0,103.0,43.0,113.0,6.0,97.0,13737.0,704.0,1191.0,1098.0,2915.0,65.0,611.0,-37.5832931,144.7401852,0.0,0.0,0.0,0.0,0.0,0.0
"7 Flycatcher Road, 
SUNBURY VIC 3429",SUNBURY,550.0,40147.0,768.7,113.3,26471.0,0.0,0.0,178.0,150.0,85.0,103.0,43.0,113.0,6.0,97.0,13737.0,704.0,1191.0,1098.0,2915.0,65.0,611.0,-37.599565,144.7599551,0.0,0.0,0.0,0.0,0.0,0.0
"13 Thompson Street, 
GLEN WAVERLEY VIC 3150",GLEN WAVERLEY,560.0,43223.0,5167.6,81.2,27582.0,0.0,0.0,31.0,498.0,237.0,202.0,72.0,305.0,6.0,137.0,12642.0,1769.0,2120.0,962.0,3910.0,168.0,1127.0,-37.8674246,145.1702613,0.0,0.0,12.0,0.0,0.0,0.0
"3/10 Rolls Court, 
GLEN WAVERLEY VIC 3150",GLEN WAVERLEY,560.0,43223.0,5167.6,81.2,27582.0,0.0,0.0,31.0,498.0,237.0,202.0,72.0,305.0,6.0,137.0,12642.0,1769.0,2120.0,962.0,3910.0,168.0,1127.0,-37.8796384,145.1732037,0.0,0.0,10.0,0.0,0.0,0.0
"1/9 Caldwell Street, 
GLENROY VIC 3046",GLENROY,560.0,23965.0,5837.200000000001,68.1,16418.0,0.0,0.0,72.0,102.0,35.0,114.0,30.0,71.0,29.0,56.0,5727.0,3314.0,909.0,738.0,3218.0,129.0,1254.0,-37.7101998,144.9376508,0.0,0.0,11.0,0.0,0.0,0.0
"42 The Glade, 
HAMPTON PARK VIC 3976",HAMPTON PARK,560.0,13523.0,2639.5,34.1,9188.0,0.0,0.0,61.0,46.0,19.0,76.0,9.0,37.0,4.0,9.0,4209.0,308.0,40.0,350.0,1244.0,73.0,247.0,-38.0439401,145.2549133,0.0,0.0,0.0,0.0,0.0,0.0
"74 Stanley St, 
IVANHOE VIC 3079",IVANHOE,560.0,12561.0,2487.4,40.9,8357.0,0.0,0.0,27.0,190.0,68.0,41.0,28.0,68.0,3.0,35.0,2911.0,1189.0,1529.0,440.0,1505.0,16.0,343.0,-37.763049,145.0362066,0.0,0.0,11.0,0.0,0.0,0.0
"32 Rourke Lane, 
KENSINGTON VIC 3031",KENSINGTON,560.0,10874.0,5064.7,35.4,8210.0,0.0,0.0,34.0,94.0,37.0,50.0,14.0,60.0,4.0,38.0,907.0,2851.0,1781.0,416.0,2323.0,49.0,576.0,-37.79332815,144.916727317999,0.0,0.0,8.0,6.0,6.0,0.0
