STOP_ID,LATITUDE,STOP_NAME,LONGITUDE,TICKETZONE,ROUTEUSSP,geometry
19709,-37.818472,18-Church St/Bridge Rd (Richmond),144.998791,1,"75,48",POINT (144.99879085332645 -37.81847196439364)
19710,-37.81875,19-Richmond Town Hall/Bridge Rd (Richmond),145.001374,1,"75,48",POINT (145.001373853806 -37.81874997351041)
19711,-37.818977,20-Coppin St/Bridge Rd (Richmond),145.003571,1,"75,48",POINT (145.0035709340922 -37.81897704277243)
19712,-37.819535,21-Burnley St/Bridge Rd (Richmond),145.008873,1,"75,48",POINT (145.00887301436023 -37.819535041031976)
19713,-37.820099,22-Yarra Bvd/Bridge Rd (Richmond),145.01397,1,"75,48",POINT (145.0139698856409 -37.82009898265107)
19714,-37.820152,22-Yarra Bvd/Bridge Rd (Richmond),145.013401,1,"75,48",POINT (145.0134010868941 -37.82015199234914)
19715,-37.81948,21-Burnley St/Bridge Rd (Richmond),145.007772,1,"75,48",POINT (145.0077721343627 -37.819479961379336)
19716,-37.819083,20-Coppin St/Bridge Rd (Richmond),145.003977,1,"75,48",POINT (145.00397701416728 -37.81908297262513)
19717,-37.818813,19-Richmond Town Hall/Bridge Rd (Richmond),145.001372,1,"75,48",POINT (145.00137205385565 -37.81881297349746)
19719,-37.818219,17-Waltham St/Bridge Rd (Richmond),144.996639,1,"75,48",POINT (144.9966391327868 -37.81821897514618)
19721,-37.827691,125A-Southbank Tram Depot/Light Rail (South Melbourne),144.953709,1,"12,109",POINT (144.9537091291619 -37.827691023665004)
19722,-37.830191,126-Montague St/Light Rail (South Melbourne),144.948766,1,109,POINT (144.94876596341578 -37.83019104340609)
19723,-37.833431,127-North Port Station/Light Rail (Port Melbourne),144.943336,1,109,POINT (144.94333608493335 -37.833431043234214)
19724,-37.837032,128-Graham St/Light Rail (Port Melbourne),144.937463,1,109,POINT (144.9374630359842 -37.83703203340386)
19725,-37.840789,129-Beacon Cove/Light Rail (Port Melbourne),144.932813,1,109,POINT (144.93281290939817 -37.84078899361623)
19726,-37.808551,13-Lansdowne St/Victoria Pde (East Melbourne),144.978806,1,"12,109",POINT (144.97880617358175 -37.80855099418)
19728,-37.808925,15-Smith St/Victoria Pde (East Melbourne),144.982215,1,"12,109",POINT (144.98221501270376 -37.80892503466668)
19729,-37.809292,16-Wellington St/Victoria Pde (East Melbourne),144.985738,1,"12,109",POINT (144.98573797325096 -37.80929196515646)
19731,-37.809795,18-Hoddle St/Victoria Pde (Collingwood),144.990415,1,"12,109",POINT (144.99041509385225 -37.80979497584252)
19732,-37.809786,19-North Richmond Railway Station/Victoria St (Richmond),144.992551,1,"12,109",POINT (144.9925509743941 -37.809785976174624)
19733,-37.810173,20-Lennox St/Victoria St (Richmond),144.996198,1,"12,109",POINT (144.99619813334996 -37.81017297619317)
19734,-37.818023,15-Epworth Hospital/Bridge Rd (Richmond),144.993577,1,"75,48",POINT (144.99357697215427 -37.81802304551764)
19735,-37.810976,22-McKay St/Victoria St (Richmond),145.00423,1,"12,109",POINT (145.00423008685058 -37.810976043682814)
19736,-37.811313,23-Leslie St/Victoria St (Richmond),145.007617,1,"12,109",POINT (145.00761696522653 -37.81131300258342)
19737,-37.811509,24-Burnley St/Victoria St (Richmond),145.010122,1,"12,109",POINT (145.01012184422444 -37.811509021868105)
19738,-37.811826,25-River Bvd/Victoria St (Richmond),145.012908,1,109,POINT (145.01290788170365 -37.81182600335186)
19740,-37.812878,27-Findon St/Barkers Rd (Hawthorn),145.020775,1,109,POINT (145.02077494988927 -37.81287801771414)
19742,-37.812964,29-Barkers Rd/High St (Kew),145.023771,1,"48,109",POINT (145.02377086444108 -37.812963969424544)
19744,-37.810081,31-Stevenson St/High St (Kew),145.026506,1,"48,109",POINT (145.02650615245608 -37.81008099998064)
19745,-37.807431,32-Kew Junction/High St (Kew),145.029144,1,"48,109",POINT (145.02914387890127 -37.80743103977716)
19746,-37.806989,34-High St/Cotham Rd (Kew),145.031302,1,109,POINT (145.03130207750777 -37.80698904980605)
19747,-37.807475,35-Charles St/Cotham Rd (Kew),145.035549,1,109,POINT (145.03554899104935 -37.80747505017565)
19748,-37.807799,36-Glenferrie Rd/Cotham Rd (Kew),145.038255,1,109,POINT (145.03825510730428 -37.80779905045733)
19749,-37.808316,37-Belmont Ave/Cotham Rd (Kew),145.042773,1,109,POINT (145.04277310561721 -37.80831601075802)
19750,-37.808706,38-Marshall Ave/Cotham Rd (Kew),145.046171,1,109,POINT (145.046171146707 -37.80870598086581)
19751,-37.809116,39-Thomas St/Cotham Rd (Kew),145.049749,1,109,POINT (145.0497488283541 -37.809116020953745)
19752,-37.809523,40-St George's Hospital/Cotham Rd (Kew),145.053055,1,109,POINT (145.05305507036238 -37.8095230010197)
19753,-37.810098,41-Kew Traffic School/Cotham Rd (Kew),145.057879,1,109,POINT (145.05787907572793 -37.81009801088717)
19754,-37.829308,34-Kooyongkoot Rd/Riversdale Rd (Hawthorn),145.03864,1,"75,70",POINT (145.03863999166214 -37.829307970620725)
19755,-37.829662,35-Robinson Rd/Riversdale Rd (Hawthorn),145.041528,1,"75,70",POINT (145.04152791525908 -37.82966203127533)
19756,-37.829943,36-Auburn Rd/Riversdale Rd (Hawthorn East),145.043781,1,"75,70",POINT (145.0437811539679 -37.82994301140866)
19757,-37.83038,37-Tooronga Rd/Riversdale Rd (Hawthorn East),145.047849,1,"75,70",POINT (145.04784914913293 -37.83038005163887)
19758,-37.830839,38-Hastings Rd/Riversdale Rd (Hawthorn East),145.05162,1,"75,70",POINT (145.05162014506286 -37.83083905186139)
19759,-37.831216,39-Camberwell Tram Depot/Riversdale Rd (Hawthorn East),145.054792,1,"75,70",POINT (145.05479210231445 -37.8312159720706)
19760,-37.831489,40-Camberwell Junction/Riversdale Rd (Camberwell),145.057148,1,70,POINT (145.0571479395954 -37.83148903107681)
19761,-37.831828,42-Fermanagh Rd/Riversdale Rd (Camberwell),145.060184,1,70,POINT (145.06018417600345 -37.83182796966928)
19762,-37.832248,43-Trafalgar Rd/Riversdale Rd (Camberwell),145.063855,1,70,POINT (145.063855091701 -37.832247997991495)
19763,-37.832483,44-Derby St/Riversdale Rd (Camberwell),145.066064,1,70,POINT (145.06606404913234 -37.83248298699606)
19764,-37.832942,46-Spencer Rd/Riversdale Rd (Camberwell),145.06987,1,70,POINT (145.06986996474902 -37.83294198530218)
19765,-37.833276,47-Willow Gr/Riversdale Rd (Camberwell),145.072668,1,70,POINT (145.07266788418926 -37.83327597684603)
19766,-37.833793,48-Cooloongatta Rd/Riversdale Rd (Camberwell),145.077245,1,70,POINT (145.07724492314384 -37.833793029593096)
19767,-37.834084,49-Glyndon Rd/Riversdale Rd (Camberwell),145.079646,1,70,POINT (145.07964612241068 -37.834084001033936)
19768,-37.834295,50-Wattle Valley Rd/Riversdale Rd (Canterbury),145.081516,1,70,POINT (145.0815159617668 -37.83429505215603)
19769,-37.834534,51-Highfield Rd/Riversdale Rd (Camberwell),145.085145,1,70,POINT (145.08514512060458 -37.83453400424278)
19770,-37.834923,52-Lockhart St/Riversdale Rd (Camberwell),145.088533,1,70,POINT (145.0885330810243 -37.83492298411815)
19771,-37.835215,53-Essex Rd/Riversdale Rd (Camberwell),145.090968,1,70,POINT (145.09096812130065 -37.835215034044325)
19772,-37.835531,54-Through Rd/Riversdale Rd (Camberwell),145.093801,1,70,POINT (145.09380096164173 -37.83553102397347)
19773,-37.835762,55-Union Rd/Riversdale Rd (Canterbury),145.095818,1,70,POINT (145.09581804187033 -37.83576205393377)
19774,-37.836065,56-Warrigal Rd/Riversdale Rd (Surrey Hills),145.098389,1,70,POINT (145.09838916214272 -37.83606499389674)
19775,-37.836271,57-Glendale St/Riversdale Rd (Surrey Hills),145.10002,1,70,POINT (145.10001996228712 -37.83627100387908)
19776,-37.836755,58-Wattle Park/1013 Riversdale Rd (Surrey Hills),145.10261,1,70,POINT (145.10261016164034 -37.836755023426434)
19777,-37.836997,59-Alandale St/Riversdale Rd (Surrey Hills),145.104808,1,70,POINT (145.1048079613349 -37.83699703302115)
19778,-37.810444,42-Burke Rd/Whitehorse Rd (Balwyn),145.060857,1,109,POINT (145.06085699951905 -37.8104439707188)
19779,-37.837208,60-Ferndale St/Riversdale Rd (Surrey Hills),145.106689,1,70,POINT (145.10668896108558 -37.83720799267519)
19781,-37.817876,58-Box Hill Central/Whitehorse Rd (Box Hill),145.122349,"1,2",109,POINT (145.1223489531604 -37.81787599329504)
19782,-37.817421,57-Nelson Rd/Whitehorse Rd (Box Hill),145.118714,"1,2",109,POINT (145.1187140328721 -37.81742104345626)
19783,-37.816884,56-Elgar Rd/Whitehorse Rd (Box Hill),145.114434,"1,2",109,POINT (145.11443399412525 -37.81688401361776)
19784,-37.816341,55-Hood St/Whitehorse Rd (Mont Albert),145.109824,"1,2",109,POINT (145.10982384955147 -37.816341043004165)
19785,-37.81548,54-Inglisby Rd/Whitehorse Rd (Mont Albert),145.102757,"1,2",109,POINT (145.1027570756229 -37.815480011801505)
19786,-37.815112,53-Union Rd/Whitehorse Rd (Surrey Hills),145.099518,"1,2",109,POINT (145.09951816530733 -37.81511200127472)
20482,-37.797488,15-Murphy St/Flemington Rd (North Melbourne),144.952385,1,"59,58",POINT (144.9523850758411 -37.79748801321994)
20490,-37.801384,12-Flemington Rd/Peel St (North Melbourne),144.95673,1,58,POINT (144.95672990238677 -37.8013840223664)
20491,-37.801548,12-Flemington Rd/Peel St (North Melbourne),144.956805,1,58,POINT (144.95680514222232 -37.80154800236187)
20492,-37.803623,11-Queensberry St/Peel St (North Melbourne),144.956441,1,58,POINT (144.95644118241816 -37.80362304254135)
20493,-37.803307,11-Queensberry St/Peel St (North Melbourne),144.956393,1,58,POINT (144.9563929425542 -37.80330696253235)
20494,-37.829551,126-City Rd/Light Rail (South Melbourne),144.954442,1,96,POINT (144.9544420898983 -37.829550963755764)
20495,-37.829189,126-City Rd/Light Rail (South Melbourne),144.954372,1,96,POINT (144.95437188988802 -37.829188983740416)
20496,-37.833156,127-South Melbourne Station/Light Rail (South Melbourne),144.95549,1,96,POINT (144.95549005850583 -37.833156003814906)
20497,-37.833035,127-South Melbourne Station/Light Rail (South Melbourne),144.955289,1,96,POINT (144.95528917798168 -37.8330350438034)
20498,-37.840233,128-Albert Park Station/Light Rail (South Melbourne),144.958749,1,96,POINT (144.95874915685152 -37.84023297394796)
20499,-37.840076,128-Albert Park Station/Light Rail (South Melbourne),144.958571,1,96,POINT (144.9585709564095 -37.84007601393945)
20500,-37.845267,129-Melbourne Sports and Aquatic Centre/Light Rail (Middle Park),144.961667,1,96,POINT (144.96166696639378 -37.84526703405385)
20501,-37.845483,129-Melbourne Sports and Aquatic Centre/Light Rail (Middle Park),144.961672,1,96,POINT (144.96167200555186 -37.845483034052684)
20502,-37.849626,130-Middle Park Station/Light Rail (Middle Park),144.965684,1,96,POINT (144.96568418729353 -37.849626003941566)
20503,-37.849585,130-Middle Park Station/Light Rail (Middle Park),144.965401,1,96,POINT (144.9654008674258 -37.84958496395986)
20504,-37.853764,131-Fraser St/Light Rail (Middle Park),144.971026,1,96,POINT (144.97102585714742 -37.85376402415701)
20505,-37.853983,131-Fraser St/Light Rail (Middle Park),144.971167,1,96,POINT (144.97116697678086 -37.85398299419519)
20506,-37.859285,132-St Kilda Station/Fitzroy St (St Kilda),144.977637,1,96,POINT (144.97763690388612 -37.85928498639604)
20507,-37.859044,132-St Kilda Station/Fitzroy St (St Kilda),144.977257,1,96,POINT (144.97725710281526 -37.85904396623196)
20508,-37.86018,133-Canterbury Rd/Fitzroy St (St Kilda),144.976772,1,"3/3a,96,16",POINT (144.97677218051587 -37.860180036411755)
20509,-37.859932,133-Canterbury Rd/Fitzroy St (St Kilda),144.977017,1,"3/3a,96,16",POINT (144.97701698136112 -37.85993199645137)
20510,-37.861083,134-Park St/Fitzroy St (St Kilda),144.975258,1,"3/3a,96,16",POINT (144.97525801567272 -37.86108300603956)
20511,-37.860957,134-Park St/Fitzroy St (St Kilda),144.975273,1,"3/3a,96,16",POINT (144.9752731356655 -37.8609570060418)
20512,-37.862051,135-Acland St/Fitzroy St (St Kilda),144.973413,1,"3/3a,96,16",POINT (144.97341300998596 -37.86205104559315)
20513,-37.862414,135-Jacka Bvd/Fitzroy St (St Kilda),144.973005,1,"3/3a,96,16",POINT (144.97300512886378 -37.862414015498366)
20514,-37.865197,136-Alfred Square/The Esplanade (St Kilda),144.973486,1,"3/3a,96,16",POINT (144.97348609214393 -37.86519699566425)
20515,-37.865293,136-Alfred Square/The Esplanade (St Kilda),144.973779,1,"3/3a,96,16",POINT (144.97377913310132 -37.86529302573626)
20518,-37.866985,138-Luna Park/The Esplanade (St Kilda),144.976835,1,"3/3a,96,16",POINT (144.9768351830524 -37.866985026484365)
20519,-37.867001,138-Luna Park/The Esplanade (St Kilda),144.97721,1,"3/3a,96,16",POINT (144.97720994415624 -37.86700104657289)
20520,-37.868877,139-Belford St/Acland St (St Kilda),144.979944,1,96,POINT (144.97994415234191 -37.868877007218536)
20522,-37.868807,139-Belford St/Acland St (St Kilda),144.980071,1,96,POINT (144.9800708724287 -37.86880698722506)
20523,-37.865836,48-Hawthorn Rd/Dandenong Rd (Malvern),145.02644,1,16,POINT (145.02643993093244 -37.86583599703371)
20524,-37.866057,48-Dandenong Rd/Glenferrie Rd (Malvern),145.02781,1,16,POINT (145.02781009311596 -37.86605703722949)
20525,-37.866057,52-Dandenong Rd/Glenferrie Rd (Malvern),145.02781,1,16,POINT (145.02781009311596 -37.86605703722949)
20526,-37.865264,53-Malvern Railway Station/Glenferrie Rd (Malvern),145.027774,1,16,POINT (145.02777409171958 -37.865264047108255)
20527,-37.86418,53-Malvern Railway Station/Glenferrie Rd (Malvern),145.028156,1,16,POINT (145.02815605039328 -37.864179996988966)
20528,-37.862478,54-Wattletree Rd/Glenferrie Rd (Malvern),145.028258,1,16,POINT (145.02825792765424 -37.86247800674244)
20529,-37.862158,54-Wattletree Rd/Glenferrie Rd (Malvern),145.028505,1,16,POINT (145.0285048874593 -37.862157966716325)
20530,-37.861148,55-Llaneast St/Glenferrie Rd (Malvern),145.028464,1,16,POINT (145.0284638456991 -37.86114798655828)
20531,-37.861034,55-Edsall St/Glenferrie Rd (Malvern),145.028671,1,16,POINT (145.0286708458022 -37.861034046557705)
20532,-37.859,56-Malvern Tram Depot/Glenferrie Rd (Malvern),145.028828,1,16,POINT (145.02882816452794 -37.85900004660674)
20533,-37.858841,56-Malvern Tram Depot/Glenferrie Rd (Malvern),145.029048,1,16,POINT (145.0290481248178 -37.85884101664965)
20534,-37.856825,57-High St/Glenferrie Rd (Malvern),145.029181,1,16,POINT (145.02918096526082 -37.856825017041544)
20535,-37.856496,57-High St/Glenferrie Rd (Malvern),145.029429,1,16,POINT (145.0294290054409 -37.85649597710693)
20536,-37.854074,58-Bell St/Glenferrie Rd (Malvern),145.029584,1,16,POINT (145.0295841656182 -37.85407398755353)
20537,-37.854095,58-Sorrett Ave/Glenferrie Rd (Malvern),145.029777,1,16,POINT (145.0297771255996 -37.85409504754336)
20538,-37.851836,59-Malvern Rd/Glenferrie Rd (Malvern),145.029939,1,16,POINT (145.0299391254634 -37.85183604793874)
20539,-37.851525,59-Malvern Rd/Glenferrie Rd (Malvern),145.030186,1,16,POINT (145.03018608525824 -37.85152500797449)
20540,-37.849662,60-Stonnington Pl/Glenferrie Rd (Malvern),145.030361,1,16,POINT (145.03036104481956 -37.849662008277086)
20541,-37.849674,60-Stonnington Pl/Glenferrie Rd (Malvern),145.030508,1,16,POINT (145.0305079246385 -37.84967397825865)
20542,-37.847704,61-Moorakyne Ave/Glenferrie Rd (Malvern),145.030731,1,16,POINT (145.03073112384735 -37.84770396855517)
20543,-37.847734,61-Moorakyne Ave/Glenferrie Rd (Malvern),145.030878,1,16,POINT (145.0308780035978 -37.847734028528755)
20544,-37.845737,62-Mayfield Ave/Glenferrie Rd (Malvern),145.031102,1,16,POINT (145.031101922492 -37.84573701880856)
20545,-37.845362,62-Mayfield Ave/Glenferrie Rd (Malvern),145.031328,1,16,POINT (145.0313280018219 -37.84536198882457)
20546,-37.84394,63-Toorak Rd/Glenferrie Rd (Malvern),145.031434,1,16,POINT (145.03143384229583 -37.843939988746)
20547,-37.843646,63-Toorak Rd/Glenferrie Rd (Kooyong),145.031657,1,16,POINT (145.03165704209763 -37.84364604868403)
20548,-37.842475,64-Mernda Rd/Glenferrie Rd (Kooyong),145.031666,1,16,POINT (145.03166604315413 -37.84247496856954)
4124,-37.830982,127-York St/Clarendon St (South Melbourne),144.959526,1,12,POINT (144.95952601918887 -37.83098196408483)
4125,-37.827223,126-City Rd/Clarendon St (South Melbourne),144.957869,1,12,POINT (144.9578689364993 -37.82722302381723)
4126,-37.837614,130a-Raglan St/Clarendon St (South Melbourne),144.962582,1,12,POINT (144.96258207493761 -37.837613974195136)
4127,-37.83952,130-Clarendon St/Albert Rd (South Melbourne),144.962871,1,12,POINT (144.96287115845118 -37.839519994187896)
4128,-37.840688,131-Melbourne Sports & Aquatic Centre/Albert Rd (Albert Park),144.961111,1,12,POINT (144.96111111930583 -37.84068801407516)
4129,-37.842451,132-Kerferd Rd/Canterbury Rd (Albert Park),144.959347,1,12,POINT (144.95934712165317 -37.84245102395939)
4130,-37.844069,133-Canterbury Rd/Mills St (Middle Park),144.960132,1,12,POINT (144.9601319251624 -37.844069043984966)
4131,-37.845597,134-Carter St/Mills St (Middle Park),144.958874,1,12,POINT (144.95887408457517 -37.84559697392906)
4132,-37.84741,135-Richardson St/Mills St (Middle Park),144.957403,1,12,POINT (144.95740311885814 -37.847410023962475)
4133,-37.849739,136-Mills St/Danks St (Middle Park),144.956077,1,12,POINT (144.95607687278562 -37.84973904410806)
4134,-37.851361,137-Harold St/Danks St (Middle Park),144.959181,1,12,POINT (144.9591811451748 -37.851361024108755)
4135,-37.860988,143-Fitzroy St/Park St (St Kilda),144.974453,1,12,POINT (144.9744530528816 -37.86098796583624)
4136,-37.859794,142-Mary St/Park St (St Kilda West),144.97319,1,12,POINT (144.97319016835885 -37.859794025462016)
4137,-37.857491,141-Deakin St/Park St (St Kilda West),144.970787,1,12,POINT (144.97078716649057 -37.857491014590074)
20557,-37.833223,68-Callantina Rd/Glenferrie Rd (Hawthorn),145.033502,1,16,POINT (145.03350205474746 -37.833222968246105)
20558,-37.831388,69-South St/Glenferrie Rd (Hawthorn),145.033665,1,16,POINT (145.0336651380016 -37.83138804827717)
20559,-37.831112,69-South St/Glenferrie Rd (Hawthorn),145.033877,1,16,POINT (145.0338771789662 -37.83111201835941)
20560,-37.828899,70-Riversdale Rd/Glenferrie Rd (Hawthorn),145.034094,1,16,POINT (145.034093898116 -37.82889900873023)
20561,-37.828632,70-Riversdale Rd/Glenferrie Rd (Hawthorn),145.034329,1,16,POINT (145.0343289779111 -37.82863197889743)
20562,-37.826041,71-Urquhart St/Glenferrie Rd (Hawthorn),145.034613,1,16,POINT (145.03461301051968 -37.82604096964433)
20563,-37.825973,71-Urquhart St/Glenferrie Rd (Hawthorn),145.034842,1,16,POINT (145.03484197079052 -37.825973019748595)
20564,-37.824155,72-Manningtree Rd/Glenferrie Rd (Hawthorn),145.03497,1,16,POINT (145.03497012524454 -37.8241550202261)
20565,-37.824023,72-Manningtree Rd/Glenferrie Rd (Hawthorn),145.03519,1,16,POINT (145.03519008521087 -37.824022990334605)
20566,-37.822709,73-Burwood Rd/Glenferrie Rd (Hawthorn),145.03527,1,16,POINT (145.03527000107783 -37.82270899066585)
20567,-37.822496,73-Burwood Rd/Glenferrie Rd (Hawthorn),145.035446,1,16,POINT (145.03544604064854 -37.822496050772536)
20568,-37.820535,74-Glenferrie Railway Station/Glenferrie Rd (Hawthorn),145.035668,1,16,POINT (145.03566815446337 -37.820535041284764)
20569,-37.820535,74-Glenferrie Station/Glenferrie Rd (Hawthorn),145.035668,1,16,POINT (145.03566815446337 -37.820535041284764)
20570,-37.818881,75-Chrystobel Cres/Glenferrie Rd (Hawthorn),145.035962,1,16,POINT (145.03596190921704 -37.81888102173425)
20571,-37.818606,75-Liddiard St/Glenferrie Rd (Hawthorn),145.036219,1,16,POINT (145.03621894849562 -37.81860598186228)
20572,-37.816851,76-Johnson St/Glenferrie Rd (Hawthorn),145.036311,1,16,POINT (145.0363111025366 -37.81685098226153)
20573,-37.816774,76-Johnson St/Glenferrie Rd (Hawthorn),145.036586,1,16,POINT (145.03658614240402 -37.81677403234217)
20584,-37.814812,77-Barkers Rd/Glenferrie Rd (Hawthorn),145.036717,1,16,POINT (145.03671681657514 -37.81481203267767)
20589,-37.814617,77-Barkers Rd/Glenferrie Rd (Hawthorn),145.036927,1,16,POINT (145.0369270569425 -37.81461700265449)
20590,-37.812116,78-Fitzwilliam St/Glenferrie Rd (Hawthorn),145.037209,1,16,POINT (145.03720894119994 -37.812115991857944)
20591,-37.812021,78-Fitzwilliam St/Glenferrie Rd (Hawthorn),145.037462,1,16,POINT (145.03746202126516 -37.812021041862934)
20592,-37.810087,79-Wellington St/Glenferrie Rd (Hawthorn),145.037638,1,16,POINT (145.03763806431925 -37.81008703121418)
20593,-37.809901,79-Wellington St/Glenferrie Rd (Hawthorn),145.037824,1,16,POINT (145.0378238244777 -37.80990100116919)
20594,-37.807923,80-Cotham Rd/Glenferrie Rd (Kew),145.038115,1,16,POINT (145.03811506727547 -37.8079229804923)
20595,-37.807896,80-Cotham Rd/Glenferrie Rd (Kew),145.038127,1,16,POINT (145.03812694730328 -37.80789598048346)
20597,-37.868445,37-Chapel St/Carlisle St (St Kilda),144.990494,1,"3/3a,16",POINT (144.99049394248507 -37.868445006183784)
20598,-37.868862,38-Balaclava Station/Carlisle St (Balaclava),144.993813,1,"3/3a,16",POINT (144.99381314044925 -37.86886197600745)
20599,-37.869245,39-Carlisle Ave/Carlisle St (St Kilda),144.996736,1,"3/3a,16",POINT (144.99673597775222 -37.869245016232064)
20647,-37.86961,40-Hotham St/Balaclava Rd (St Kilda East),144.999625,1,"3/3a,16",POINT (144.99962497386218 -37.869609966652824)
20648,-37.869984,41-Vadlure Ave/Balaclava Rd (St Kilda East),145.002582,1,"3/3a,16",POINT (145.00258200945163 -37.86998400706033)
20774,-37.737477,52-Hoffmans Rd/Keilor Rd (Essendon),144.892547,1,59,POINT (144.8925469522506 -37.73747699768168)
20775,-37.757932,37-Buckley St/Pascoe Vale Rd (Essendon),144.926461,1,59,POINT (144.92646109345523 -37.757932018186175)
20778,-37.820884,25-St James Park/Burwood Rd (Hawthorn),145.021027,1,75,POINT (145.0210269510605 -37.820883966016844)
20779,-37.820958,25-St James Park/Burwood Rd (Hawthorn),145.021115,1,75,POINT (145.02111515095186 -37.820958036036565)
20780,-37.821453,26-Hawthorn Railway Station/Burwood Rd (Hawthorn),145.024817,1,75,POINT (145.02481702390318 -37.82145303768319)
20781,-37.821287,26-Hawthorn Railway Station/Burwood Rd (Hawthorn),145.024583,1,75,POINT (145.0245830241509 -37.821286987633755)
20782,-37.821747,27-Burwood Rd/Power St (Hawthorn),145.026275,1,75,POINT (145.02627502568757 -37.82174697805675)
20783,-37.821468,27-Power St/Burwood Rd (Hawthorn),145.026282,1,75,POINT (145.02628186523472 -37.82146797816427)
20784,-37.824778,28-Wattle Rd/Power St (Hawthorn),145.025865,1,75,POINT (145.02586498992537 -37.8247779967624)
20785,-37.82491,28-Wattle Rd/Power St (Hawthorn),145.025713,1,75,POINT (145.0257130698419 -37.824910026655964)
20895,-37.793468,44-Burke Rd/Doncaster Rd (Balwyn North),145.064265,1,48,POINT (145.06426512130014 -37.79346798721873)
20979,-37.811664,0-Bourke St/Spring St (Melbourne City),144.973246,1,35,POINT (144.97324598111604 -37.811664003152465)
20980,-37.759651,38-Normanby Ave/High St (Thornbury),145.000321,1,86,POINT (145.0003208369079 -37.75965101783971)
20981,-37.814566,D1-Stadium Precinct/La Trobe St (Docklands),144.946745,1,"35,86,30",POINT (144.94674493000687 -37.81456596338392)
21042,-37.870342,42-Allan Rd/Balaclava Rd (Caulfield North),145.005585,1,"3/3a,16",POINT (145.00558512450888 -37.87034202744364)
21057,-37.870748,43-Orrong Rd/Balaclava Rd (Caulfield North),145.008791,1,"3/3a,16",POINT (145.00879091877036 -37.870748017833584)
21058,-37.871178,44-Otira Rd/Balaclava Rd (Caulfield North),145.012383,1,"3/3a,16",POINT (145.0123829999545 -37.87117803796038)
21059,-37.871557,45-Kent Gr/Balaclava Rd (Caulfield North),145.015101,1,"3/3a,16",POINT (145.01510100415538 -37.87155702794557)
21060,-37.871894,46-Kooyong Rd/Balaclava Rd (Caulfield North),145.017957,1,"3/3a,16",POINT (145.01795688878076 -37.8718939879014)
21061,-37.832084,41-Burke Rd/Camberwell Rd (Camberwell),145.057723,"1,2",75,POINT (145.05772285888682 -37.83208402074452)
21062,-37.833049,42-Camberwell Primary School/Camberwell Rd (Camberwell),145.058868,"1,2",75,POINT (145.05886801751228 -37.83304900012534)
21063,-37.833339,42-Camberwell Primary School/Camberwell Rd (Camberwell),145.058929,"1,2",75,POINT (145.05892885743256 -37.83333898006663)
21064,-37.834566,43-Camberwell Civic Centre/Camberwell Rd (Camberwell),145.060635,"1,2",75,POINT (145.06063489545437 -37.834566039206315)
21065,-37.834809,43-Camberwell Civic Centre/Camberwell Rd (Camberwell),145.060663,"1,2",75,POINT (145.06066297542085 -37.83480903917134)
21066,-37.835924,44-Trafalgar Rd/Camberwell Rd (Camberwell),145.062156,"1,2",75,POINT (145.06215589374605 -37.83592404844954)
21067,-37.836417,44-Trafalgar Rd/Camberwell Rd (Camberwell),145.062518,"1,2",75,POINT (145.06251805335165 -37.83641697826156)
21068,-37.837706,45-Bowen St/Camberwell Rd (Camberwell),145.0642,"1,2",75,POINT (145.06419997154296 -37.837706047493704)
21069,-37.837913,45-Bowen St/Camberwell Rd (Camberwell),145.064195,"1,2",75,POINT (145.06419493155778 -37.83791304748264)
21070,-37.839404,46-Christowel St/Camberwell Rd (Camberwell),145.066076,"1,2",75,POINT (145.06607592961888 -37.83940398667122)
21071,-37.839814,46-Acheron Ave/Camberwell Rd (Camberwell),145.066304,"1,2",75,POINT (145.06630416940646 -37.83981402656608)
21072,-37.840809,47-Maple Cres/Camberwell Rd (Camberwell),145.067642,"1,2",75,POINT (145.06764192808242 -37.8408089760289)
21073,-37.841154,47-Orange Gr/Camberwell Rd (Camberwell),145.067815,"1,2",75,POINT (145.06781508793497 -37.8411540359545)
21074,-37.842122,48-Orrong Cres/Camberwell Rd (Camberwell),145.069119,"1,2",75,POINT (145.06911900669047 -37.84212198545953)
21075,-37.842339,48-Glen Iris Rd/Camberwell Rd (Camberwell),145.069159,"1,2",75,POINT (145.06915896667488 -37.84233897544125)
21076,-37.844142,49-Tyrone St/Camberwell Rd (Camberwell),145.07143,"1,2",75,POINT (145.07142984440827 -37.844142035982344)
21077,-37.844432,49-Wilson Gr/Camberwell Rd (Camberwell),145.071525,"1,2",75,POINT (145.0715248842971 -37.84443201603628)
21078,-37.845914,50-Fordham Gardens/Camberwell Rd (Camberwell),145.073407,"1,2",75,POINT (145.07340696331713 -37.84591404739985)
21079,-37.845911,50-Smith Rd/Camberwell Rd (Camberwell),145.073203,"1,2",75,POINT (145.07320284355663 -37.845910987283595)
21080,-37.847843,51-Toorak Rd/Camberwell Rd (Camberwell),145.075618,"1,2",75,POINT (145.07561808360768 -37.847843018988776)
21081,-37.8482,52-Summerhill Rd/Toorak Rd (Camberwell),145.077075,"1,2",75,POINT (145.0770750025131 -37.84820004974614)
21082,-37.848359,52-Summerhill Rd/Toorak Rd (Camberwell),145.077412,"1,2",75,POINT (145.07741196238484 -37.84835898992365)
